cow,breed,lactation_number_in_data,calvdate,parity,date,mtotalmotion,mtotalsteps,mhoursstanding,mhourslying,mlyingbouts,mrumination,mactivity,predictedcalving,calved,calvingeasescore,date1,daysprior
1397,H,1,17-Oct-12,multiparous,16OCT12:00:00:00,751.25,163.8333333,0.735208333,1.223125,2.416666667,11.83333333,10.05833333,0,0,1,16-Oct-12,-1
1397,H,1,17-Oct-12,multiparous,17OCT12:00:00:00,897.5,193.75,0.077361111,1.922638889,0.25,1.75,28.425,0,1,1,17-Oct-12,0
1408,H,1,5-Nov-11,multiparous,22OCT11:00:00:00,667.25,173.1666667,1.066875,0.933125,0.583333333,51.66666667,31.35,9,0,1,22-Oct-11,-14
1408,H,1,5-Nov-11,multiparous,23OCT11:00:00:00,579.75,151.6666667,1.080138889,0.919861111,0.583333333,45.66666667,31.425,8,0,1,23-Oct-11,-13
1408,H,1,5-Nov-11,multiparous,24OCT11:00:00:00,781.9166667,194.6666667,0.999375,1.000625,0.75,35.91666667,24.74166667,7,0,1,24-Oct-11,-12
1408,H,1,5-Nov-11,multiparous,25OCT11:00:00:00,681.75,175.5833333,1.007986111,0.992013889,0.583333333,40.08333333,25.425,6,0,1,25-Oct-11,-11
1408,H,1,5-Nov-11,multiparous,26OCT11:00:00:00,1141.75,270.8333333,1.270162037,0.729837963,0.583333333,36.08333333,27.88333333,5,0,1,26-Oct-11,-10
1408,H,1,5-Nov-11,multiparous,27OCT11:00:00:00,1152,283.75,1.215,0.785,0.583333333,25.5,23.64166667,4,0,1,27-Oct-11,-9
1408,H,1,5-Nov-11,multiparous,28OCT11:00:00:00,844.0833333,219,1.38787037,0.61212963,0.583333333,27,22.49166667,3,0,1,28-Oct-11,-8
1408,H,1,5-Nov-11,multiparous,29OCT11:00:00:00,658.25,180,1.151759259,0.848240741,0.666666667,32.91666667,20.80833333,2,0,1,29-Oct-11,-7
1408,H,1,5-Nov-11,multiparous,30OCT11:00:00:00,733.4166667,192.5,1.159351852,0.840648148,0.5,36,19.81818182,1,0,1,30-Oct-11,-6
1408,H,1,5-Nov-11,multiparous,31OCT11:00:00:00,665.8333333,177.9166667,1.146018519,0.853981482,0.666666667,37.5,39.55,0,0,1,31-Oct-11,-5
1408,H,1,5-Nov-11,multiparous,01NOV11:00:00:00,599.3333333,157,1.243217593,0.715115741,0.583333333,36.41666667,29.09166667,0,0,1,1-Nov-11,-4
1408,H,1,5-Nov-11,multiparous,02NOV11:00:00:00,658.25,171.5833333,1.205625,0.794375,0.5,42.91666667,30.35833333,0,0,1,2-Nov-11,-3
1408,H,1,5-Nov-11,multiparous,03NOV11:00:00:00,708.8333333,185.75,1.468055556,0.531944444,0.333333333,49,31.95,0,0,1,3-Nov-11,-2
1408,H,1,5-Nov-11,multiparous,04NOV11:00:00:00,715,194.0833333,1.285324074,0.714675926,0.583333333,39.41666667,27.74166667,0,0,1,4-Nov-11,-1
1408,H,1,5-Nov-11,multiparous,05NOV11:00:00:00,1316.25,327.5,1.359305556,0.640694444,2.75,36.25,39.9,0,1,1,5-Nov-11,0
1409,H,1,7-Sep-12,multiparous,24AUG12:00:00:00,954.4166667,213.3333333,0.927476852,1.072523148,1.083333333,35.58333333,40.44166667,19,0,1,24-Aug-12,-14
1409,H,1,7-Sep-12,multiparous,25AUG12:00:00:00,956.25,207.1666667,0.927731482,1.072268519,1.083333333,38.5,41.23333333,18,0,1,25-Aug-12,-13
1409,H,1,7-Sep-12,multiparous,26AUG12:00:00:00,779.0833333,173.9166667,0.877569444,1.122430556,0.75,35,41.48333333,17,0,1,26-Aug-12,-12
1409,H,1,7-Sep-12,multiparous,27AUG12:00:00:00,666.4166667,154.4166667,0.908726852,1.091273148,1,40.58333333,44.26666667,16,0,1,27-Aug-12,-11
1409,H,1,7-Sep-12,multiparous,28AUG12:00:00:00,959.9166667,221.1666667,1.05875,0.94125,1.083333333,39.58333333,48.875,15,0,1,28-Aug-12,-10
1409,H,1,7-Sep-12,multiparous,29AUG12:00:00:00,874.25,194.3333333,0.831180556,1.168819444,0.833333333,36.66666667,44.26666667,14,0,1,29-Aug-12,-9
1409,H,1,7-Sep-12,multiparous,30AUG12:00:00:00,1079,234.25,1.016388889,0.983611111,1,31.91666667,45.61666667,13,0,1,30-Aug-12,-8
1409,H,1,7-Sep-12,multiparous,31AUG12:00:00:00,1007.083333,231.75,1.070023148,0.929976852,1.083333333,27.41666667,51.075,12,0,1,31-Aug-12,-7
1409,H,1,7-Sep-12,multiparous,01SEP12:00:00:00,941.0833333,211.5833333,1.009513889,0.990486111,0.916666667,26.5,42.5,11,0,1,1-Sep-12,-6
1409,H,1,7-Sep-12,multiparous,02SEP12:00:00:00,1239.416667,282.25,1.039884259,0.960115741,0.916666667,29.41666667,45.59166667,10,0,1,2-Sep-12,-5
1409,H,1,7-Sep-12,multiparous,03SEP12:00:00:00,1028.75,240.5833333,0.93275463,1.06724537,1,25.16666667,39.025,9,0,1,3-Sep-12,-4
1409,H,1,7-Sep-12,multiparous,04SEP12:00:00:00,817.4166667,196.0833333,0.957430556,1.021736111,0.833333333,21.33333333,41.5,8,0,1,4-Sep-12,-3
1409,H,1,7-Sep-12,multiparous,05SEP12:00:00:00,933.6666667,224.1666667,1.034675926,0.965324074,2,16,19.68333333,7,0,1,5-Sep-12,-2
1409,H,1,7-Sep-12,multiparous,06SEP12:00:00:00,1058.916667,237.9166667,1.226527778,0.773472222,0.583333333,8,34.8,6,0,1,6-Sep-12,-1
1410,H,1,29-Jan-12,multiparous,15JAN12:00:00:00,381,99.83333333,0.74962963,1.25037037,0.916666667,18.16666667,18.51666667,16,0,1,15-Jan-12,-14
1410,H,1,29-Jan-12,multiparous,16JAN12:00:00:00,486.6666667,119.4166667,0.608472222,1.391527778,1,21.16666667,15.70833333,15,0,1,16-Jan-12,-13
1410,H,1,29-Jan-12,multiparous,17JAN12:00:00:00,191.4,43.2,0.259944444,1.640055556,1,29.8,16.22,14,0,1,17-Jan-12,-12
1410,H,1,29-Jan-12,multiparous,23JAN12:00:00:00,681.1428571,163.4285714,0.889801587,1.110198413,0.857142857,9.142857143,10.95714286,8,0,1,23-Jan-12,-6
1410,H,1,29-Jan-12,multiparous,24JAN12:00:00:00,585.25,150.1666667,0.798032407,1.201967593,0.583333333,27.08333333,19.18333333,7,0,1,24-Jan-12,-5
1410,H,1,29-Jan-12,multiparous,25JAN12:00:00:00,509.8333333,135.5833333,0.804861111,1.195138889,0.666666667,31.91666667,19.15,6,0,1,25-Jan-12,-4
1410,H,1,29-Jan-12,multiparous,26JAN12:00:00:00,363.9166667,99.33333333,0.740300926,1.259699074,1,20.83333333,19.225,5,0,1,26-Jan-12,-3
1410,H,1,29-Jan-12,multiparous,27JAN12:00:00:00,221.25,61.83333333,0.694375,1.305625,0.916666667,30.58333333,16.55833333,4,0,1,27-Jan-12,-2
1410,H,1,29-Jan-12,multiparous,28JAN12:00:00:00,412.0833333,111.8333333,0.912847222,1.087152778,0.833333333,28.16666667,17.625,3,0,1,28-Jan-12,-1
1410,H,1,29-Jan-12,multiparous,29JAN12:00:00:00,810.7142857,201.2857143,1.132222222,0.867777778,1.428571429,40.42857143,24.05714286,2,1,1,29-Jan-12,0
1411,H,1,21-Jul-12,multiparous,07JUL12:00:00:00,999.8333333,241.75,1.503287037,0.496712963,0.416666667,32.16666667,38.15833333,6,0,2,7-Jul-12,-14
1411,H,1,21-Jul-12,multiparous,08JUL12:00:00:00,1168.333333,291.5833333,1.468148148,0.531851852,0.333333333,32.91666667,37.28333333,5,0,2,8-Jul-12,-13
1411,H,1,21-Jul-12,multiparous,09JUL12:00:00:00,1246.833333,314.9166667,1.143472222,0.856527778,0.5,41.08333333,38.425,4,0,2,9-Jul-12,-12
1411,H,1,21-Jul-12,multiparous,10JUL12:00:00:00,1052,266.4166667,1.408449074,0.591550926,0.333333333,38.33333333,31.21666667,3,0,2,10-Jul-12,-11
1411,H,1,21-Jul-12,multiparous,11JUL12:00:00:00,1107.833333,277.1666667,1.407986111,0.592013889,0.25,29.91666667,34.05833333,2,0,2,11-Jul-12,-10
1411,H,1,21-Jul-12,multiparous,12JUL12:00:00:00,986,243.4166667,1.107407407,0.892592593,0.5,30.25,28.39166667,1,0,2,12-Jul-12,-9
1411,H,1,21-Jul-12,multiparous,13JUL12:00:00:00,1167.666667,300.5,1.395115741,0.604884259,0.583333333,32.66666667,40.31666667,0,0,2,13-Jul-12,-8
1411,H,1,21-Jul-12,multiparous,14JUL12:00:00:00,1353.916667,344.5,1.600324074,0.399675926,0.416666667,29,31.11666667,0,0,2,14-Jul-12,-7
1411,H,1,21-Jul-12,multiparous,15JUL12:00:00:00,1136.5,299.25,1.521111111,0.478888889,0.416666667,30.08333333,27.64166667,0,0,2,15-Jul-12,-6
1411,H,1,21-Jul-12,multiparous,16JUL12:00:00:00,1086.916667,287.9166667,1.533310185,0.466689815,0.333333333,33.25,33.6,0,0,2,16-Jul-12,-5
1411,H,1,21-Jul-12,multiparous,17JUL12:00:00:00,1253.25,320.25,1.635208333,0.364791667,0.25,26.91666667,35.58333333,0,0,2,17-Jul-12,-4
1411,H,1,21-Jul-12,multiparous,18JUL12:00:00:00,1302.25,336,1.499398148,0.500601852,0.416666667,28.91666667,34.45833333,0,0,2,18-Jul-12,-3
1411,H,1,21-Jul-12,multiparous,19JUL12:00:00:00,1668.083333,426.4166667,1.556782407,0.443217593,0.666666667,24.16666667,36.90833333,0,0,2,19-Jul-12,-2
1411,H,1,21-Jul-12,multiparous,20JUL12:00:00:00,1122.833333,308.1666667,1.256435185,0.722731482,0.5,27.25,39.66666667,0,0,2,20-Jul-12,-1
1411,H,1,21-Jul-12,multiparous,21JUL12:00:00:00,1652.25,441.75,1.445069444,0.554930556,1,40.25,50.575,0,1,2,21-Jul-12,0
1412,H,1,16-Mar-12,multiparous,02MAR12:00:00:00,695.8333333,172.6666667,0.786319444,1.213680556,1,23.83333333,15.625,17,0,1,2-Mar-12,-14
1412,H,1,16-Mar-12,multiparous,03MAR12:00:00:00,1114.5,269.0833333,0.856273148,1.143726852,0.833333333,15.66666667,17.18333333,16,0,1,3-Mar-12,-13
1412,H,1,16-Mar-12,multiparous,04MAR12:00:00:00,1709.833333,400.6666667,1.262662037,0.737337963,1.083333333,20.25,37.06666667,15,0,1,4-Mar-12,-12
1412,H,1,16-Mar-12,multiparous,05MAR12:00:00:00,1133.166667,277,1.038310185,0.961689815,0.5,28,36.25,14,0,1,5-Mar-12,-11
1412,H,1,16-Mar-12,multiparous,06MAR12:00:00:00,788.8333333,196.75,0.871296296,1.10787037,0.916666667,30.16666667,29.225,13,0,1,6-Mar-12,-10
1412,H,1,16-Mar-12,multiparous,07MAR12:00:00:00,977.25,239.8333333,0.984976852,1.015023148,1,26,25.99166667,12,0,1,7-Mar-12,-9
1412,H,1,16-Mar-12,multiparous,08MAR12:00:00:00,2399.583333,550.6666667,1.367800926,0.632199074,0.416666667,24.33333333,29.86666667,11,0,1,8-Mar-12,-8
1412,H,1,16-Mar-12,multiparous,09MAR12:00:00:00,891.9166667,225.5833333,0.899097222,1.100902778,0.833333333,24,30.39166667,10,0,1,9-Mar-12,-7
1412,H,1,16-Mar-12,multiparous,10MAR12:00:00:00,793.8333333,200.1666667,0.868587963,1.131412037,0.75,34.08333333,27.69166667,9,0,1,10-Mar-12,-6
1412,H,1,16-Mar-12,multiparous,11MAR12:00:00:00,812.1666667,206.0833333,0.931342593,0.985324074,0.833333333,26.58333333,23.76666667,8,0,1,11-Mar-12,-5
1412,H,1,16-Mar-12,multiparous,12MAR12:00:00:00,1512.666667,360.6666667,1.101180556,0.898819444,0.666666667,30.25,34.91666667,7,0,1,12-Mar-12,-4
1412,H,1,16-Mar-12,multiparous,13MAR12:00:00:00,1177.5,296.0833333,0.967083333,1.032916667,0.75,25.66666667,31.43333333,6,0,1,13-Mar-12,-3
1412,H,1,16-Mar-12,multiparous,14MAR12:00:00:00,878.5833333,221.5,1.047268519,0.952731482,1,25.16666667,33.275,5,0,1,14-Mar-12,-2
1412,H,1,16-Mar-12,multiparous,15MAR12:00:00:00,779.8333333,202.5,1.039143519,0.960856482,0.916666667,27.16666667,29.425,4,0,1,15-Mar-12,-1
1412,H,1,16-Mar-12,multiparous,16MAR12:00:00:00,430.5714286,108.2857143,1.081785714,0.918214286,2.285714286,22.14285714,29.71428571,3,1,1,16-Mar-12,0
1413,H,1,14-Feb-12,multiparous,31JAN12:00:00:00,432.4166667,108.6666667,0.795092593,1.204907407,0.75,33.75,28.86666667,12,0,1,31-Jan-12,-14
1413,H,1,14-Feb-12,multiparous,01FEB12:00:00:00,548.5833333,134.8333333,0.878634259,1.121365741,1.166666667,30.25,20.56666667,11,0,1,1-Feb-12,-13
1413,H,1,14-Feb-12,multiparous,02FEB12:00:00:00,560.75,137.9166667,0.843240741,1.156759259,0.833333333,33.58333333,17.55833333,10,0,1,2-Feb-12,-12
1413,H,1,14-Feb-12,multiparous,03FEB12:00:00:00,650.8333333,157.3333333,0.814652778,1.185347222,0.666666667,31,24.68333333,9,0,1,3-Feb-12,-11
1413,H,1,14-Feb-12,multiparous,04FEB12:00:00:00,581,151.4166667,1.193865741,0.806134259,0.833333333,24.58333333,19.61666667,8,0,1,4-Feb-12,-10
1413,H,1,14-Feb-12,multiparous,05FEB12:00:00:00,552.1666667,131.9166667,0.846412037,1.153587963,0.666666667,34.75,23.73333333,7,0,1,5-Feb-12,-9
1413,H,1,14-Feb-12,multiparous,06FEB12:00:00:00,454.8333333,119.8333333,0.889953704,1.06837963,0.833333333,32.66666667,22.38333333,6,0,1,6-Feb-12,-8
1413,H,1,14-Feb-12,multiparous,07FEB12:00:00:00,930.6666667,218.4166667,1.075138889,0.924861111,0.583333333,33,22.71666667,5,0,1,7-Feb-12,-7
1413,H,1,14-Feb-12,multiparous,08FEB12:00:00:00,749.5833333,174.3333333,0.900046296,1.099953704,0.75,32.75,16.3,4,0,1,8-Feb-12,-6
1413,H,1,14-Feb-12,multiparous,09FEB12:00:00:00,405.9166667,106.6666667,1.008796296,0.991203704,0.833333333,34.66666667,18.95833333,3,0,1,9-Feb-12,-5
1413,H,1,14-Feb-12,multiparous,10FEB12:00:00:00,451.3333333,113.0833333,1.047407407,0.952592593,0.916666667,37.41666667,19.875,2,0,1,10-Feb-12,-4
1413,H,1,14-Feb-12,multiparous,11FEB12:00:00:00,422.1666667,107,1.096944444,0.903055556,0.583333333,24.41666667,19.28333333,1,0,1,11-Feb-12,-3
1413,H,1,14-Feb-12,multiparous,12FEB12:00:00:00,703.4166667,171.5,1.038171296,0.961828704,0.583333333,30,18.74166667,0,0,1,12-Feb-12,-2
1413,H,1,14-Feb-12,multiparous,13FEB12:00:00:00,471,122.75,1.215023148,0.784976852,0.666666667,29.41666667,18.55,0,0,1,13-Feb-12,-1
1413,H,1,14-Feb-12,multiparous,14FEB12:00:00:00,666.5,164.1666667,1.169953704,0.830046296,2.166666667,26.33333333,22.06666667,0,1,1,14-Feb-12,0
1420,H,1,25-Jan-12,multiparous,11JAN12:00:00:00,424.5,112.5833333,0.848680556,1.151319444,0.833333333,33.08333333,18.175,14,0,1,11-Jan-12,-14
1420,H,1,25-Jan-12,multiparous,12JAN12:00:00:00,279.3333333,77.83333333,1.126851852,0.873148148,0.583333333,39.33333333,33.13333333,13,0,1,12-Jan-12,-13
1420,H,1,25-Jan-12,multiparous,13JAN12:00:00:00,498.5,130.6666667,1.043194444,0.956805556,0.583333333,26,27.80833333,12,0,1,13-Jan-12,-12
1420,H,1,25-Jan-12,multiparous,14JAN12:00:00:00,460.0833333,119,0.860532407,1.139467593,0.5,28.25,24.50833333,11,0,1,14-Jan-12,-11
1420,H,1,25-Jan-12,multiparous,15JAN12:00:00:00,237.1666667,64.5,0.786527778,1.213472222,0.916666667,34.16666667,20.96666667,10,0,1,15-Jan-12,-10
1420,H,1,25-Jan-12,multiparous,16JAN12:00:00:00,269.1666667,75.83333333,0.793055556,1.206944444,0.916666667,17.33333333,18.08333333,9,0,1,16-Jan-12,-9
1420,H,1,25-Jan-12,multiparous,17JAN12:00:00:00,170,44.25,0.915347222,1.084652778,1.25,50.75,30.9,8,0,1,17-Jan-12,-8
1420,H,1,25-Jan-12,multiparous,23JAN12:00:00:00,484.125,139.875,1.259131944,0.678368056,0.75,25,26.2125,2,0,1,23-Jan-12,-2
1420,H,1,25-Jan-12,multiparous,24JAN12:00:00:00,596.5833333,173.6666667,1.170532407,0.829467593,0.583333333,30.91666667,26.56666667,1,0,1,24-Jan-12,-1
1420,H,1,25-Jan-12,multiparous,25JAN12:00:00:00,316.6666667,78.83333333,0.952546296,1.047453704,1.833333333,32.66666667,13.83333333,0,1,1,25-Jan-12,0
1429,H,1,18-Dec-11,multiparous,04DEC11:00:00:00,482.25,118.5833333,0.911018519,1.088981482,0.916666667,,,21,0,1,4-Dec-11,-14
1429,H,1,18-Dec-11,multiparous,05DEC11:00:00:00,296.0833333,78.08333333,0.927291667,1.072708333,0.25,,,20,0,1,5-Dec-11,-13
1429,H,1,18-Dec-11,multiparous,06DEC11:00:00:00,624,150.4166667,1.032361111,0.946805556,0.5,,,19,0,1,6-Dec-11,-12
1429,H,1,18-Dec-11,multiparous,07DEC11:00:00:00,357.3333333,89.75,0.846365741,1.153634259,0.416666667,,,18,0,1,7-Dec-11,-11
1429,H,1,18-Dec-11,multiparous,08DEC11:00:00:00,411.9166667,109.0833333,1.210625,0.789375,0.583333333,,,17,0,1,8-Dec-11,-10
1429,H,1,18-Dec-11,multiparous,09DEC11:00:00:00,344.6666667,91.66666667,0.937384259,1.062615741,0.5,,,16,0,1,9-Dec-11,-9
1429,H,1,18-Dec-11,multiparous,10DEC11:00:00:00,434.9166667,106.75,0.858726852,1.141273148,0.333333333,,,15,0,1,10-Dec-11,-8
1429,H,1,18-Dec-11,multiparous,11DEC11:00:00:00,365.6666667,91.75,0.906712963,1.093287037,0.5,,,14,0,1,11-Dec-11,-7
1429,H,1,18-Dec-11,multiparous,12DEC11:00:00:00,470.75,114.0833333,0.840347222,1.159652778,0.666666667,,,13,0,1,12-Dec-11,-6
1429,H,1,18-Dec-11,multiparous,13DEC11:00:00:00,431.5833333,102,0.807337963,1.192662037,0.583333333,,,12,0,1,13-Dec-11,-5
1429,H,1,18-Dec-11,multiparous,14DEC11:00:00:00,627.0833333,143.5,0.883009259,1.116990741,0.583333333,,,11,0,1,14-Dec-11,-4
1429,H,1,18-Dec-11,multiparous,15DEC11:00:00:00,348.5833333,87,0.820208333,1.179791667,0.416666667,,,10,0,1,15-Dec-11,-3
1429,H,1,18-Dec-11,multiparous,16DEC11:00:00:00,608.0833333,143.9166667,1.007986111,0.992013889,0.583333333,,,9,0,1,16-Dec-11,-2
1429,H,1,18-Dec-11,multiparous,17DEC11:00:00:00,381.8333333,103.3333333,1.000925926,0.999074074,0.5,,,8,0,1,17-Dec-11,-1
1429,H,1,18-Dec-11,multiparous,18DEC11:00:00:00,905.75,226.5,1.288819444,0.711180556,2,,,7,1,1,18-Dec-11,0
1429,H,2,23-Jan-13,multiparous,09JAN13:00:00:00,594,148.5833333,0.842546296,1.157453704,0.75,33.16666667,19.34166667,21,0,1,9-Jan-13,-14
1429,H,2,23-Jan-13,multiparous,10JAN13:00:00:00,667.8333333,174.5833333,0.953263889,1.046736111,0.583333333,42.41666667,27.8,20,0,1,10-Jan-13,-13
1429,H,2,23-Jan-13,multiparous,11JAN13:00:00:00,693.5,180.1666667,1.109467593,0.890532407,0.833333333,37.33333333,30.31666667,19,0,1,11-Jan-13,-12
1429,H,2,23-Jan-13,multiparous,12JAN13:00:00:00,444.5833333,111.3333333,0.828587963,1.171412037,1,40.33333333,25.09166667,18,0,1,12-Jan-13,-11
1429,H,2,23-Jan-13,multiparous,13JAN13:00:00:00,286.25,76.91666667,0.946365741,1.053634259,0.666666667,37.16666667,21.525,17,0,1,13-Jan-13,-10
1429,H,2,23-Jan-13,multiparous,14JAN13:00:00:00,515.9166667,139,0.894421296,1.105578704,0.583333333,29.25,23.15833333,16,0,1,14-Jan-13,-9
1429,H,2,23-Jan-13,multiparous,15JAN13:00:00:00,563.9166667,144.25,0.877847222,1.122152778,0.5,31.41666667,18.66666667,15,0,1,15-Jan-13,-8
1429,H,2,23-Jan-13,multiparous,16JAN13:00:00:00,506.5833333,126,0.933865741,1.066134259,0.5,36.25,26.00833333,14,0,1,16-Jan-13,-7
1429,H,2,23-Jan-13,multiparous,17JAN13:00:00:00,377.75,105.4166667,0.857106482,1.142893519,0.666666667,24.08333333,17.95833333,13,0,1,17-Jan-13,-6
1429,H,2,23-Jan-13,multiparous,18JAN13:00:00:00,422.6666667,108.3333333,0.87400463,1.12599537,0.5,26.66666667,14.04166667,12,0,1,18-Jan-13,-5
1429,H,2,23-Jan-13,multiparous,19JAN13:00:00:00,510.0833333,131.5833333,0.996921296,1.04474537,1.083333333,33.41666667,22.89166667,11,0,1,19-Jan-13,-4
1429,H,2,23-Jan-13,multiparous,20JAN13:00:00:00,519.25,129.9166667,0.802361111,1.176805556,1.333333333,28.66666667,21.65833333,10,0,1,20-Jan-13,-3
1429,H,2,23-Jan-13,multiparous,21JAN13:00:00:00,512.4166667,128,0.977685185,1.022314815,1.083333333,32.66666667,20.85,9,0,1,21-Jan-13,-2
1429,H,2,23-Jan-13,multiparous,22JAN13:00:00:00,600.0833333,151.5833333,1.305393519,0.652939815,1.166666667,23.25,13.56666667,8,0,1,22-Jan-13,-1
1429,H,2,23-Jan-13,multiparous,23JAN13:00:00:00,748.1666667,179,1.512222222,0.362777778,1.5,22.66666667,35.53333333,7,1,1,23-Jan-13,0
1436,H,1,19-Sep-12,multiparous,05SEP12:00:00:00,1375.583333,328.1666667,1.234027778,0.765972222,0.583333333,26.75,33.20833333,4,0,1,5-Sep-12,-14
1436,H,1,19-Sep-12,multiparous,06SEP12:00:00:00,1140.25,285.9166667,1.198217593,0.801782407,0.833333333,28.66666667,28.39166667,3,0,1,6-Sep-12,-13
1436,H,1,19-Sep-12,multiparous,07SEP12:00:00:00,1182.083333,282.75,1.165069444,0.834930556,0.75,26.16666667,34.93333333,2,0,1,7-Sep-12,-12
1436,H,1,19-Sep-12,multiparous,08SEP12:00:00:00,1381.416667,331.8333333,1.143564815,0.856435185,0.916666667,22.08333333,32.94166667,1,0,1,8-Sep-12,-11
1436,H,1,19-Sep-12,multiparous,09SEP12:00:00:00,1104.083333,269.0833333,0.971527778,1.028472222,0.75,30.58333333,33.85833333,0,0,1,9-Sep-12,-10
1436,H,1,19-Sep-12,multiparous,10SEP12:00:00:00,1146,274.4166667,0.845902778,1.154097222,0.583333333,32.58333333,33.85,0,0,1,10-Sep-12,-9
1436,H,1,19-Sep-12,multiparous,11SEP12:00:00:00,1288.5,306.6666667,1.073125,0.926875,0.75,27.83333333,30.36666667,0,0,1,11-Sep-12,-8
1436,H,1,19-Sep-12,multiparous,12SEP12:00:00:00,1158.416667,279.5833333,1.077916667,0.922083333,0.833333333,34.41666667,41.00833333,0,0,1,12-Sep-12,-7
1436,H,1,19-Sep-12,multiparous,13SEP12:00:00:00,1138.583333,278.1666667,1.052361111,0.947638889,0.75,32.58333333,39.45,0,0,1,13-Sep-12,-6
1436,H,1,19-Sep-12,multiparous,14SEP12:00:00:00,1335.166667,312.25,1.102106482,0.897893519,1.083333333,29.25,38.3,0,0,1,14-Sep-12,-5
1436,H,1,19-Sep-12,multiparous,15SEP12:00:00:00,740.3333333,182.1666667,0.713842593,1.286157407,0.916666667,33.75,31.13333333,0,0,1,15-Sep-12,-4
1436,H,1,19-Sep-12,multiparous,16SEP12:00:00:00,1667.25,364.5833333,1.064583333,0.935416667,0.666666667,27.33333333,40.075,0,0,1,16-Sep-12,-3
1436,H,1,19-Sep-12,multiparous,17SEP12:00:00:00,3399.833333,660.9166667,1.266296296,0.733703704,0.583333333,13,49.44166667,0,0,1,17-Sep-12,-2
1436,H,1,19-Sep-12,multiparous,18SEP12:00:00:00,1118.666667,266.5833333,0.904953704,1.095046296,1.416666667,11.25,16.15,0,0,1,18-Sep-12,-1
1436,H,1,19-Sep-12,multiparous,19SEP12:00:00:00,1522.25,313.5,1.234444444,0.765555556,3.5,1,34.6,0,1,1,19-Sep-12,0
1443,H,1,22-Sep-12,multiparous,08SEP12:00:00:00,1155.5,285.6666667,1.092685185,0.907314815,0.75,27.91666667,49.58333333,14,0,1,8-Sep-12,-14
1443,H,1,22-Sep-12,multiparous,09SEP12:00:00:00,1328.333333,316.6666667,1.022268519,0.977731482,1,31.41666667,44.78333333,13,0,1,9-Sep-12,-13
1443,H,1,22-Sep-12,multiparous,10SEP12:00:00:00,1349.583333,340.25,1.063657407,0.936342593,0.666666667,40.5,53.78333333,12,0,1,10-Sep-12,-12
1443,H,1,22-Sep-12,multiparous,11SEP12:00:00:00,1639.333333,403.0833333,1.162013889,0.837986111,0.833333333,33.08333333,52.725,11,0,1,11-Sep-12,-11
1443,H,1,22-Sep-12,multiparous,12SEP12:00:00:00,1389.833333,344.4166667,1.227592593,0.772407407,0.666666667,34.75,56.89166667,10,0,1,12-Sep-12,-10
1443,H,1,22-Sep-12,multiparous,13SEP12:00:00:00,1166.916667,298,1.224074074,0.775925926,0.75,31.83333333,58.44166667,9,0,1,13-Sep-12,-9
1443,H,1,22-Sep-12,multiparous,14SEP12:00:00:00,1206.083333,291.1666667,0.967916667,1.032083333,1.25,28,56.2,8,0,1,14-Sep-12,-8
1443,H,1,22-Sep-12,multiparous,15SEP12:00:00:00,826.8333333,209.5833333,0.715138889,1.284861111,1.75,30.5,45.00833333,7,0,1,15-Sep-12,-7
1443,H,1,22-Sep-12,multiparous,16SEP12:00:00:00,806.8333333,216.3333333,0.905138889,1.094861111,0.75,28.5,48.39166667,6,0,1,16-Sep-12,-6
1443,H,1,22-Sep-12,multiparous,17SEP12:00:00:00,951.3333333,249.25,1.027407407,0.972592593,0.916666667,19.83333333,47.1,5,0,1,17-Sep-12,-5
1443,H,1,22-Sep-12,multiparous,18SEP12:00:00:00,925.25,242.25,0.924675926,1.075324074,0.916666667,16.33333333,27.61666667,4,0,1,18-Sep-12,-4
1443,H,1,22-Sep-12,multiparous,19SEP12:00:00:00,1042.25,268.5833333,1.0275,0.9725,1,25.5,46.73333333,3,0,1,19-Sep-12,-3
1443,H,1,22-Sep-12,multiparous,20SEP12:00:00:00,1614.333333,422.1666667,1.06650463,0.93349537,0.833333333,17.41666667,34.7,2,0,1,20-Sep-12,-2
1443,H,1,22-Sep-12,multiparous,21SEP12:00:00:00,1474.333333,401.5,1.23212963,0.76787037,1.666666667,26.58333333,63.55833333,1,0,1,21-Sep-12,-1
1443,H,1,22-Sep-12,multiparous,22SEP12:00:00:00,382.75,100.5,0.958888889,1.041111111,3.25,59,24.8,0,1,1,22-Sep-12,0
1450,H,1,18-Oct-12,multiparous,10OCT12:00:00:00,4192.428571,898.8571429,1.449246032,0.515039683,0.571428571,13.14285714,55.12857143,14,0,1,10-Oct-12,-8
1450,H,1,18-Oct-12,multiparous,11OCT12:00:00:00,3880.916667,838.1666667,1.312893519,0.687106482,1.5,21.25,67.40833333,13,0,1,11-Oct-12,-7
1450,H,1,18-Oct-12,multiparous,12OCT12:00:00:00,3405.5,708.3333333,1.15875,0.84125,1.333333333,15.91666667,56.14166667,12,0,1,12-Oct-12,-6
1450,H,1,18-Oct-12,multiparous,13OCT12:00:00:00,1458.416667,338.75,0.701921296,1.298078704,1.166666667,24.75,27.875,11,0,1,13-Oct-12,-5
1450,H,1,18-Oct-12,multiparous,14OCT12:00:00:00,1731,392.5833333,0.912824074,1.087175926,1,26.16666667,42.4,10,0,1,14-Oct-12,-4
